Location_Name,Location_Type,Location_code,STATE,event_name,agrn,cat_A,cat_B,cat_C,cat_D,highest_drfa_category_group,AGDRP,DRA,hazard_type,disaster_start_date
Blue Mountains,LGA,10900,New South Wales,Blue Mountains bushfire: 1 November 2014,670,0,0,0,0,unknown,0,0,Bushfire,2014-11-01
Blue Mountains,LGA,10900,New South Wales,Blue Mountains bushfire: 14 November 2014,671,0,0,0,0,unknown,0,0,Bushfire,2014-11-14
Blue Mountains,LGA,10900,New South Wales,Blue Mountains Bushfire: 2 August 2015,706,0,0,0,0,unknown,0,0,Bushfire,2015-08-02
Blue Mountains,LGA,10900,New South Wales,AGRN 871 - NSW Bushfires (31 August 2019 onwards),871,1,1,1,1,C/D,1,1,Bushfire,2019-08-31
Blue Mountains,LGA,10900,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Blue Mountains,LGA,10900,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Blue Mountains,LGA,10900,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Blue Mountains,LGA,10900,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Blue Mountains,LGA,10900,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Blue Mountains,LGA,10900,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
Bogan,LGA,10950,New South Wales,New South Wales-floods: 29 November to 28 February 2011,421,0,0,0,0,unknown,0,0,Flood,2010-11-29
Bogan,LGA,10950,New South Wales,Southern New South Wales flooding: February to March 2012,479,0,0,0,0,unknown,0,0,Flood,2012-02-28
Bogan,LGA,10950,New South Wales,State-wide bushfires: January 2013,538,0,0,0,0,unknown,0,0,Bushfire,2013-01-01
Bogan,LGA,10950,New South Wales,Inland NSW Storms and Floods: 20 July 2016,726,0,0,0,0,unknown,0,0,"Flood, Storm",2016-07-20
Bogan,LGA,10950,New South Wales,NSW Inland Storms and Floods (from 30 August 2016),731,0,0,0,0,unknown,0,0,"Flood, Rainfall, Storm",2016-08-30
Bogan,LGA,10950,New South Wales,NSW - Western NSW Floods (26 February 2020 onwards),916,1,1,0,0,A/B,0,0,Flood,2020-02-26
Bogan,LGA,10950,New South Wales,NSW - Western NSW Storms and Floods (3-4 April 2020),917,1,1,0,0,A/B,0,0,"Flood, Storm",2020-04-03
Bogan,LGA,10950,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,0,0,Flood,2021-03-10
Bogan,LGA,10950,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Bogan,LGA,10950,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,0,0,Flood,2022-06-27
Bogan,LGA,10950,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Bogan,LGA,10950,New South Wales,AGRN 1052 - NSW Bushfires (6 March 2023),1052,1,1,0,0,A/B,0,0,Bushfire,2023-03-06
Bourke,LGA,11150,New South Wales,New South Wales-floods: 29 November to 28 February 2011,421,0,0,0,0,unknown,0,0,Flood,2010-11-29
Bourke,LGA,11150,New South Wales,New South Wales-floods: 26 December 2010 to January 2011,425,0,0,0,0,unknown,0,0,Flood,2010-12-26
Bourke,LGA,11150,New South Wales,New South Wales floods: February 2011,430,0,0,0,0,unknown,0,0,Flood,2011-02-04
Bourke,LGA,11150,New South Wales,New South Wales-Northern New South Wales floods: 22 to 30 November 2011,463,0,0,0,0,unknown,0,0,Flood,2011-11-22
Bourke,LGA,11150,New South Wales,New South Wales-Northern New South Wales heavy rainfall and flooding: 27 January 2012,471,0,0,0,0,unknown,0,0,"Flood, Rainfall",2012-01-27
Bourke,LGA,11150,New South Wales,Bourke bushfire: 20 to 27 October 2012,505,0,0,0,0,unknown,0,0,Bushfire,2012-10-20
Bourke,LGA,11150,New South Wales,Bushfire: 13 to 18 December 2012,572,0,0,0,0,unknown,0,0,Bushfire,2012-12-13
Bourke,LGA,11150,New South Wales,NSW - Western NSW Floods (26 February 2020 onwards),916,1,1,0,0,A/B,0,0,Flood,2020-02-26
Bourke,LGA,11150,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Bourke,LGA,11150,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,0,0,Flood,2022-06-27
Bourke,LGA,11150,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,1,1,Flood,2022-09-14
Bourke,LGA,11150,New South Wales,AGRN 1105 - Western NSW Storms and Flooding (6 January 2024 onwards),1105,0,1,0,0,A/B,0,0,Flood,2024-01-06
Bourke,LGA,11150,New South Wales,AGRN 1211 - Far West NSW Flooding (from 22 March 2025),1211,1,1,0,0,A/B,0,0,Flood,2025-03-22
Bourke,LGA,11150,New South Wales,AGRN 1278 - Far West NSW Severe Weather Event (from 7 February - 13 March 2026),1278,0,1,0,0,A/B,0,0,Storm,2026-02-07
Brewarrina,LGA,11200,New South Wales,New South Wales-floods: 29 November to 28 February 2011,421,0,0,0,0,unknown,0,0,Flood,2010-11-29
Brewarrina,LGA,11200,New South Wales,New South Wales-floods: 26 December 2010 to January 2011,425,0,0,0,0,unknown,0,0,Flood,2010-12-26
Brewarrina,LGA,11200,New South Wales,New South Wales floods: February 2011,430,0,0,0,0,unknown,0,0,Flood,2011-02-04
Brewarrina,LGA,11200,New South Wales,New South Wales-Northern New South Wales floods: 22 to 30 November 2011,463,0,0,0,0,unknown,0,0,Flood,2011-11-22
Brewarrina,LGA,11200,New South Wales,New South Wales-Northern New South Wales heavy rainfall and flooding: 27 January 2012,471,0,0,0,0,unknown,0,0,"Flood, Rainfall",2012-01-27
Brewarrina,LGA,11200,New South Wales,Bourke bushfire: 20 to 27 October 2012,505,0,0,0,0,unknown,0,0,Bushfire,2012-10-20
Brewarrina,LGA,11200,New South Wales,State-wide bushfires: January 2013,538,0,0,0,0,unknown,0,0,Bushfire,2013-01-01
Brewarrina,LGA,11200,New South Wales,Bushfire: 13 to 18 December 2012,572,0,0,0,0,unknown,0,0,Bushfire,2012-12-13
Brewarrina,LGA,11200,New South Wales,Inland NSW Storms and Floods: 20 July 2016,726,0,0,0,0,unknown,0,0,"Flood, Storm",2016-07-20
Brewarrina,LGA,11200,New South Wales,NSW Inland Storms and Floods (from 30 August 2016),731,0,0,0,0,unknown,0,0,"Flood, Rainfall, Storm",2016-08-30
Brewarrina,LGA,11200,New South Wales,NSW - Western NSW Floods (26 February 2020 onwards),916,1,1,0,0,A/B,0,0,Flood,2020-02-26
Brewarrina,LGA,11200,New South Wales,AGRN 949 - NSW Storms (2 December 2020 onwards),949,1,1,0,0,A/B,0,0,Storm,2020-12-02
Brewarrina,LGA,11200,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Brewarrina,LGA,11200,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Brewarrina,LGA,11200,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,0,0,Flood,2022-06-27
Brewarrina,LGA,11200,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Brewarrina,LGA,11200,New South Wales,AGRN 1052 - NSW Bushfires (6 March 2023),1052,1,1,0,0,A/B,0,0,Bushfire,2023-03-06
Brewarrina,LGA,11200,New South Wales,AGRN 1211 - Far West NSW Flooding (from 22 March 2025),1211,1,1,0,0,A/B,0,0,Flood,2025-03-22
Broken Hill,LGA,11250,New South Wales,Southern New South Wales flooding: February to March 2012,479,0,0,0,0,unknown,0,0,Flood,2012-02-28
Broken Hill,LGA,11250,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Broken Hill,LGA,11250,New South Wales,AGRN 1014 - Broken Hill Severe Thunderstorm (15 March 2022),1014,1,1,0,0,A/B,0,0,Storm,2022-03-15
Broken Hill,LGA,11250,New South Wales,AGRN 1149 - Far West Region Storm (17 October 2024 onwards),1149,1,1,0,0,A/B,0,1,Storm,2024-10-17
Burwood,LGA,11300,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Byron,LGA,11350,New South Wales,New South Wales floods: March 2009,337,0,0,0,0,unknown,0,0,Flood,2009-03-30
Byron,LGA,11350,New South Wales,New South Wales-floods: 26 December 2010 to January 2011,425,0,0,0,0,unknown,0,0,Flood,2010-12-26
Byron,LGA,11350,New South Wales,New South Wales-Northern New South Wales heavy rainfall and flooding: 27 January 2012,471,0,0,0,0,unknown,0,0,"Flood, Rainfall",2012-01-27
Byron,LGA,11350,New South Wales,North Coast storms and floods: 26 January 2013,545,0,0,0,0,unknown,0,0,"Flood, Storm",2013-01-26
Byron,LGA,11350,New South Wales,East coast severe weather and floods: 19 February 2013,549,0,0,0,0,unknown,0,0,"Flood, Weather event",2013-02-19
Byron,LGA,11350,New South Wales,Northeast severe thunderstorms: 31 December 2014,649,0,0,0,0,unknown,0,0,Thunderstorm,2014-12-31
Byron,LGA,11350,New South Wales,North Coast floods: 30 April 2015,669,0,0,0,0,unknown,0,0,Flood,2015-04-30
Byron,LGA,11350,New South Wales,East Coast Storms and Floods: 1 June 2016,718,0,0,0,0,unknown,0,0,"Flood, Storm, Storm surge",2016-06-01
Byron,LGA,11350,New South Wales,North Coast Floods: from 28 March 2017,755,0,0,0,0,unknown,0,0,Flood,2017-03-28
Byron,LGA,11350,New South Wales,Eastern NSW Storms: 5 and 6 November 2017,784,1,1,0,0,A/B,0,0,Storm,2017-11-05
Byron,LGA,11350,New South Wales,AGRN 871 - NSW Bushfires (31 August 2019 onwards),871,1,1,1,1,C/D,0,1,Bushfire,2019-08-31
Byron,LGA,11350,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Byron,LGA,11350,New South Wales,AGRN 943 - NSW Storms and Floods (10 December 2020 onwards),943,1,1,0,0,A/B,0,0,Storm,2020-12-10
Byron,LGA,11350,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Byron,LGA,11350,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Byron,LGA,11350,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
Byron,LGA,11350,New South Wales,AGRN 1135 - Byron NSW Bushfire (14 October - 5 November 2023),1135,0,1,0,0,A/B,0,0,Bushfire,2023-10-14
Byron,LGA,11350,New South Wales,AGRN 1172 - NSW Byron Shire Storms (from 25 November 2024),1172,0,1,0,0,A/B,0,0,Storm,2024-11-25
Byron,LGA,11350,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,1,1,1,1,C/D,1,1,Cyclone,2025-03-06
Cabonne,LGA,11400,New South Wales,New South Wales-floods: 29 November to 28 February 2011,421,0,0,0,0,unknown,0,0,Flood,2010-11-29
Cabonne,LGA,11400,New South Wales,Southern New South Wales flooding: February to March 2012,479,0,0,0,0,unknown,0,0,Flood,2012-02-28
Cabonne,LGA,11400,New South Wales,State-wide bushfires: January 2013,538,0,0,0,0,unknown,0,0,Bushfire,2013-01-01
Cabonne,LGA,11400,New South Wales,Inland NSW Storms and Floods: 20 July 2016,726,0,0,0,0,unknown,0,0,"Flood, Storm",2016-07-20
Cabonne,LGA,11400,New South Wales,NSW Inland Storms and Floods (from 30 August 2016),731,0,0,0,0,unknown,0,0,"Flood, Rainfall, Storm",2016-08-30
Cabonne,LGA,11400,New South Wales,NSW Central West Bushfires: 9 February 2018 onwards,804,1,1,0,0,A/B,0,0,Bushfire,2018-02-09
Cabonne,LGA,11400,New South Wales,NSW Storms and Floods: 13 December 2018 onwards,833,1,1,0,0,A/B,0,0,"Flood, Storm",2018-12-13
Cabonne,LGA,11400,New South Wales,NSW - Parkes and Cabonne (Curembenya) Bushfires(5 January 2019 onwards),853,1,1,0,0,A/B,0,0,Bushfire,2019-01-05
Cabonne,LGA,11400,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Cabonne,LGA,11400,New South Wales,Cabonne Shire Storms and Floods: 25 March 2020 onwards,919,1,1,0,0,A/B,0,0,"Flood, Storm",2020-03-25
Cabonne,LGA,11400,New South Wales,AGRN 938 - Central NSW Storms (18 August 2020 onwards),938,1,1,0,0,A/B,0,0,Storm,2020-08-18
Cabonne,LGA,11400,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Cabonne,LGA,11400,New South Wales,AGRN 976 - NSW Storms (10 June 2021 onwards),976,1,1,0,0,A/B,0,0,Storm,2021-06-10
Cabonne,LGA,11400,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Cabonne,LGA,11400,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,0,0,Flood,2022-06-27
Cabonne,LGA,11400,New South Wales,AGRN 1030 - Southern and Central West Flooding (4 August 2022 onwards),1030,1,1,0,1,C/D,0,0,Flood,2022-08-04
Cabonne,LGA,11400,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,1,1,Flood,2022-09-14
Cabonne,LGA,11400,New South Wales,AGRN 1052 - NSW Bushfires (6 March 2023),1052,0,1,0,0,A/B,0,0,Bushfire,2023-03-06
Cabonne,LGA,11400,New South Wales,AGRN 1055 - Western and North West NSW Bushfires (17 February 2023),1055,1,1,0,0,A/B,0,0,Bushfire,2023-02-17
Cabonne,LGA,11400,New South Wales,AGRN 1205 - NSW Cabonne Shire Storms (from 4 December 2024),1205,0,1,0,0,A/B,0,0,Storm,2024-12-04
Camden,LGA,11450,New South Wales,East coast severe weather and floods: 19 February 2013,549,0,0,0,0,unknown,0,0,"Flood, Weather event",2013-02-19
Camden,LGA,11450,New South Wales,Eastern NSW severe thunderstorms: 13 October 2014,651,0,0,0,0,unknown,0,0,Thunderstorm,2014-10-13
Camden,LGA,11450,New South Wales,East Coast Storms and Floods: 14 to 15 January 2016,699,0,0,0,0,unknown,0,0,"Flood, Storm, Weather event",2016-01-14
Camden,LGA,11450,New South Wales,East Coast Storms and Floods: 1 June 2016,718,0,0,0,0,unknown,0,0,"Flood, Storm, Storm surge",2016-06-01
Camden,LGA,11450,New South Wales,NSW Storms and Floods: 20 December 2018,834,1,1,0,0,A/B,0,0,"Flood, Storm",2018-12-20
Camden,LGA,11450,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Camden,LGA,11450,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Camden,LGA,11450,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Camden,LGA,11450,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Camden,LGA,11450,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
Camden,LGA,11450,New South Wales,AGRN 1129 - NSW Severe Weather (4 June 2024 onwards),1129,1,1,0,0,A/B,0,0,Flood,2024-06-04
Camden,LGA,11450,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,1,1,0,1,C/D,0,0,Storm,2025-05-18
Camden,LGA,11450,New South Wales,AGRN 1238 - Wollondilly and Camden NSW Severe Weather Event (19 - 23 August 2025),1238,0,1,0,0,A/B,0,0,Storm,2025-08-19
Campbelltown (NSW),LGA,11500,New South Wales,Eastern NSW severe thunderstorms: 13 October 2014,651,0,0,0,0,unknown,0,0,Thunderstorm,2014-10-13
Campbelltown (NSW),LGA,11500,New South Wales,East Coast Storms and Floods: 14 to 15 January 2016,699,0,0,0,0,unknown,0,0,"Flood, Storm, Weather event",2016-01-14
Campbelltown (NSW),LGA,11500,New South Wales,East Coast Storms and Floods: 1 June 2016,718,0,0,0,0,unknown,0,0,"Flood, Storm, Storm surge",2016-06-01
Campbelltown (NSW),LGA,11500,New South Wales,NSW Storms and Floods: 13 December 2018 onwards,833,1,1,0,0,A/B,0,0,"Flood, Storm",2018-12-13
Campbelltown (NSW),LGA,11500,New South Wales,NSW Storms: 26 November 2019 onwards,878,1,1,0,0,A/B,0,0,Storm,2019-11-26
Campbelltown (NSW),LGA,11500,New South Wales,Sydney and Southern Highlands Storms (5 September 2019 onwards),881,1,1,0,0,A/B,0,0,Storm,2019-09-05
Campbelltown (NSW),LGA,11500,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Campbelltown (NSW),LGA,11500,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Campbelltown (NSW),LGA,11500,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Campbelltown (NSW),LGA,11500,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Campbelltown (NSW),LGA,11500,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
Canada Bay,LGA,11520,New South Wales,Eastern NSW severe thunderstorms: 13 October 2014,651,0,0,0,0,unknown,0,0,Thunderstorm,2014-10-13
Canada Bay,LGA,11520,New South Wales,NSW Storms and Floods: 20 December 2018,834,1,1,0,0,A/B,0,0,"Flood, Storm",2018-12-20
Canada Bay,LGA,11520,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Canterbury-Bankstown,LGA,11570,New South Wales,East coast severe weather and floods: 19 February 2013,549,0,0,0,0,unknown,0,0,"Flood, Weather event",2013-02-19
Canterbury-Bankstown,LGA,11570,New South Wales,Eastern NSW severe thunderstorms: 13 October 2014,651,0,0,0,0,unknown,0,0,Thunderstorm,2014-10-13
Canterbury-Bankstown,LGA,11570,New South Wales,East Coast Storms and Floods: 14 to 15 January 2016,699,0,0,0,0,unknown,0,0,"Flood, Storm, Weather event",2016-01-14
Canterbury-Bankstown,LGA,11570,New South Wales,East Coast Storms and Floods: 1 June 2016,718,0,0,0,0,unknown,0,0,"Flood, Storm, Storm surge",2016-06-01
Canterbury-Bankstown,LGA,11570,New South Wales,NSW Storms and Floods: 13 December 2018 onwards,833,1,1,0,0,A/B,0,0,"Flood, Storm",2018-12-13
Canterbury-Bankstown,LGA,11570,New South Wales,NSW Storms and Floods: 20 December 2018,834,1,1,0,0,A/B,0,0,"Flood, Storm",2018-12-20
Canterbury-Bankstown,LGA,11570,New South Wales,NSW Storms: 26 November 2019 onwards,878,1,1,0,0,A/B,0,0,Storm,2019-11-26
Canterbury-Bankstown,LGA,11570,New South Wales,Sydney and Southern Highlands Storms (5 September 2019 onwards),881,1,1,0,0,A/B,0,0,Storm,2019-09-05
Canterbury-Bankstown,LGA,11570,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Canterbury-Bankstown,LGA,11570,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Canterbury-Bankstown,LGA,11570,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Canterbury-Bankstown,LGA,11570,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Carrathool,LGA,11600,New South Wales,New South Wales flooding: October 2010,417,0,0,0,0,unknown,0,0,Flood,2010-10-01
Carrathool,LGA,11600,New South Wales,New South Wales-floods: 29 November to 28 February 2011,421,0,0,0,0,unknown,0,0,Flood,2010-11-29
Carrathool,LGA,11600,New South Wales,Southern New South Wales flooding: February to March 2012,479,0,0,0,0,unknown,0,0,Flood,2012-02-28
Carrathool,LGA,11600,New South Wales,State-wide bushfires: January 2013,538,0,0,0,0,unknown,0,0,Bushfire,2013-01-01
Carrathool,LGA,11600,New South Wales,Inland NSW Storms and Floods: 20 July 2016,726,0,0,0,0,unknown,0,0,"Flood, Storm",2016-07-20
Carrathool,LGA,11600,New South Wales,NSW Inland Storms and Floods (from 30 August 2016),731,0,0,0,0,unknown,0,0,"Flood, Rainfall, Storm",2016-08-30
Carrathool,LGA,11600,New South Wales,NSW - Carrathool Floods: 22 April 2019 onwards,869,1,1,0,0,A/B,0,0,Flood,2019-04-22
Carrathool,LGA,11600,New South Wales,AGRN 1030 - Southern and Central West Flooding (4 August 2022 onwards),1030,1,1,0,1,C/D,0,0,Flood,2022-08-04
Carrathool,LGA,11600,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Carrathool,LGA,11600,New South Wales,AGRN 1282 - Carrathool Shire Bushfire (6 - 18 February 2026),1282,0,1,0,0,A/B,0,0,Bushfire,2026-02-06
Central Coast (NSW),LGA,11650,New South Wales,Central Coast and Hunter region storms: June 2007,276,0,0,0,0,unknown,0,0,Storm,2007-06-07
Central Coast (NSW),LGA,11650,New South Wales,New South Wales-Mid North Coast floods: 12 to 15 June 2011,451,0,0,0,0,unknown,0,0,Flood,2011-06-12
Central Coast (NSW),LGA,11650,New South Wales,New South Wales storm and flooding: 12 December 2011,498,0,0,0,0,unknown,0,0,"Flood, Storm",2011-12-12
Central Coast (NSW),LGA,11650,New South Wales,North Coast storms and floods: 26 January 2013,545,0,0,0,0,unknown,0,0,"Flood, Storm",2013-01-26
Central Coast (NSW),LGA,11650,New South Wales,East coast severe weather and floods: 19 February 2013,549,0,0,0,0,unknown,0,0,"Flood, Weather event",2013-02-19
Central Coast (NSW),LGA,11650,New South Wales,Eastern bushfires: from 13 October 2013,587,0,0,0,0,unknown,0,0,Bushfire,2013-10-13
Central Coast (NSW),LGA,11650,New South Wales,Eastern bushfires: from 16 October 2013,588,0,0,0,0,unknown,0,0,Bushfire,2013-10-16
Central Coast (NSW),LGA,11650,New South Wales,Eastern NSW severe thunderstorms: 13 October 2014,651,0,0,0,0,unknown,0,0,Thunderstorm,2014-10-13
